instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_group
7753,2011-11-24,Winter,2011,11,15,1,4,0,1,0.5,0.4848,0.31,0.2537,78,71,149,Sejuk
7754,2011-11-24,Winter,2011,11,16,1,4,0,1,0.5,0.4848,0.34,0.2836,48,66,114,Sejuk
7755,2011-11-24,Winter,2011,11,17,1,4,0,1,0.48,0.4697,0.33,0.1045,34,40,74,Sejuk
7756,2011-11-24,Winter,2011,11,18,1,4,0,1,0.42,0.4242,0.5,0.0896,13,24,37,Sejuk
7757,2011-11-24,Winter,2011,11,19,1,4,0,1,0.4,0.4091,0.54,0.1045,15,13,28,Sejuk
7758,2011-11-24,Winter,2011,11,20,1,4,0,1,0.36,0.3485,0.76,0.1642,14,17,31,Sejuk
7759,2011-11-24,Winter,2011,11,21,1,4,0,1,0.36,0.3485,0.71,0.1642,7,19,26,Sejuk
7760,2011-11-24,Winter,2011,11,22,1,4,0,1,0.36,0.3485,0.71,0.1642,8,14,22,Sejuk
7761,2011-11-24,Winter,2011,11,23,1,4,0,1,0.34,0.3485,0.76,0.1045,2,19,21,Sejuk
7762,2011-11-25,Winter,2011,11,0,0,5,1,1,0.34,0.3333,0.76,0.1642,7,22,29,Sejuk
7763,2011-11-25,Winter,2011,11,1,0,5,1,1,0.34,0.3636,0.76,0.0,2,12,14,Sejuk
7764,2011-11-25,Winter,2011,11,2,0,5,1,1,0.28,0.2879,0.81,0.1045,4,6,10,Dingin
7765,2011-11-25,Winter,2011,11,3,0,5,1,1,0.28,0.2879,0.75,0.1045,0,2,2,Dingin
7766,2011-11-25,Winter,2011,11,4,0,5,1,1,0.3,0.3182,0.75,0.1045,4,3,7,Dingin
7767,2011-11-25,Winter,2011,11,5,0,5,1,1,0.28,0.3182,0.75,0.0,2,3,5,Dingin
7768,2011-11-25,Winter,2011,11,6,0,5,1,1,0.26,0.2727,0.81,0.1045,4,9,13,Dingin
7769,2011-11-25,Winter,2011,11,7,0,5,1,1,0.26,0.303,0.81,0.0,4,31,35,Dingin
7770,2011-11-25,Winter,2011,11,8,0,5,1,1,0.26,0.2727,0.81,0.1343,6,68,74,Dingin
7771,2011-11-25,Winter,2011,11,9,0,5,1,1,0.32,0.3485,0.76,0.0,25,70,95,Sejuk
7772,2011-11-25,Winter,2011,11,10,0,5,1,1,0.36,0.3485,0.71,0.1642,60,82,142,Sejuk
7773,2011-11-25,Winter,2011,11,11,0,5,1,1,0.4,0.4091,0.66,0.1045,99,127,226,Sejuk
7774,2011-11-25,Winter,2011,11,12,0,5,1,1,0.46,0.4545,0.51,0.1045,126,146,272,Sejuk
7775,2011-11-25,Winter,2011,11,13,0,5,1,1,0.5,0.4848,0.45,0.2239,143,140,283,Sejuk
7776,2011-11-25,Winter,2011,11,14,0,5,1,1,0.52,0.5,0.39,0.2239,122,150,272,Sejuk
7777,2011-11-25,Winter,2011,11,15,0,5,1,1,0.52,0.5,0.36,0.19399999999999998,165,145,310,Sejuk
7778,2011-11-25,Winter,2011,11,16,0,5,1,1,0.5,0.4848,0.39,0.1642,122,139,261,Sejuk
7779,2011-11-25,Winter,2011,11,17,0,5,1,1,0.5,0.4848,0.34,0.1045,57,127,184,Sejuk
7780,2011-11-25,Winter,2011,11,18,0,5,1,1,0.46,0.4545,0.44,0.0896,45,108,153,Sejuk
7781,2011-11-25,Winter,2011,11,19,0,5,1,1,0.42,0.4242,0.67,0.0,38,96,134,Sejuk
7782,2011-11-25,Winter,2011,11,20,0,5,1,1,0.4,0.4091,0.58,0.0896,19,76,95,Sejuk
7783,2011-11-25,Winter,2011,11,21,0,5,1,1,0.36,0.3788,0.71,0.0,24,61,85,Sejuk
7784,2011-11-25,Winter,2011,11,22,0,5,1,1,0.34,0.3485,0.71,0.0896,12,46,58,Sejuk
7785,2011-11-25,Winter,2011,11,23,0,5,1,1,0.34,0.3485,0.76,0.1045,5,28,33,Sejuk
7786,2011-11-26,Winter,2011,11,0,0,6,0,1,0.34,0.3485,0.76,0.1045,9,38,47,Sejuk
7787,2011-11-26,Winter,2011,11,1,0,6,0,1,0.32,0.3333,0.76,0.0896,5,24,29,Sejuk
7788,2011-11-26,Winter,2011,11,2,0,6,0,1,0.3,0.3182,0.81,0.1045,3,20,23,Dingin
7789,2011-11-26,Winter,2011,11,3,0,6,0,1,0.3,0.3333,0.81,0.0,8,9,17,Dingin
7790,2011-11-26,Winter,2011,11,4,0,6,0,1,0.3,0.3333,0.81,0.0,0,4,4,Dingin
7791,2011-11-26,Winter,2011,11,5,0,6,0,1,0.3,0.3182,0.75,0.1045,0,3,3,Dingin
7792,2011-11-26,Winter,2011,11,6,0,6,0,2,0.3,0.3182,0.75,0.0896,2,8,10,Dingin
7793,2011-11-26,Winter,2011,11,7,0,6,0,1,0.26,0.2727,0.87,0.1045,4,13,17,Dingin
7794,2011-11-26,Winter,2011,11,8,0,6,0,1,0.32,0.3333,0.76,0.0896,10,50,60,Sejuk
7795,2011-11-26,Winter,2011,11,9,0,6,0,1,0.34,0.3485,0.76,0.0896,16,67,83,Sejuk
7796,2011-11-26,Winter,2011,11,10,0,6,0,1,0.36,0.3788,0.81,0.0,57,84,141,Sejuk
7797,2011-11-26,Winter,2011,11,11,0,6,0,1,0.4,0.4091,0.62,0.1045,107,123,230,Sejuk
7798,2011-11-26,Winter,2011,11,12,0,6,0,1,0.44,0.4394,0.51,0.0,137,172,309,Sejuk
7799,2011-11-26,Winter,2011,11,13,0,6,0,1,0.48,0.4697,0.44,0.0,177,148,325,Sejuk
7800,2011-11-26,Winter,2011,11,14,0,6,0,2,0.48,0.4697,0.48,0.1343,141,158,299,Sejuk
7801,2011-11-26,Winter,2011,11,15,0,6,0,2,0.5,0.4848,0.42,0.1045,154,160,314,Sejuk
7802,2011-11-26,Winter,2011,11,16,0,6,0,2,0.46,0.4545,0.47,0.1343,137,138,275,Sejuk
7803,2011-11-26,Winter,2011,11,17,0,6,0,2,0.46,0.4545,0.47,0.1343,62,122,184,Sejuk
7804,2011-11-26,Winter,2011,11,18,0,6,0,2,0.42,0.4242,0.62,0.1642,67,118,185,Sejuk
7805,2011-11-26,Winter,2011,11,19,0,6,0,2,0.4,0.4091,0.71,0.0896,46,100,146,Sejuk
7806,2011-11-26,Winter,2011,11,20,0,6,0,2,0.42,0.4242,0.58,0.0,55,86,141,Sejuk
7807,2011-11-26,Winter,2011,11,21,0,6,0,2,0.38,0.3939,0.82,0.0,20,72,92,Sejuk
7808,2011-11-26,Winter,2011,11,22,0,6,0,2,0.38,0.3939,0.76,0.0,14,51,65,Sejuk
7809,2011-11-26,Winter,2011,11,23,0,6,0,1,0.36,0.3788,0.81,0.0,18,51,69,Sejuk
7810,2011-11-27,Winter,2011,11,0,0,0,0,1,0.36,0.3788,0.81,0.0,7,39,46,Sejuk
7811,2011-11-27,Winter,2011,11,1,0,0,0,1,0.36,0.3788,0.81,0.0,9,35,44,Sejuk
7812,2011-11-27,Winter,2011,11,2,0,0,0,1,0.34,0.3636,0.81,0.0,9,22,31,Sejuk
7813,2011-11-27,Winter,2011,11,3,0,0,0,1,0.34,0.3636,0.87,0.0,9,8,17,Sejuk
7814,2011-11-27,Winter,2011,11,4,0,0,0,1,0.34,0.3485,0.87,0.1045,0,4,4,Sejuk
7815,2011-11-27,Winter,2011,11,5,0,0,0,1,0.36,0.3485,0.87,0.19399999999999998,0,5,5,Sejuk
7816,2011-11-27,Winter,2011,11,6,0,0,0,1,0.38,0.3939,0.82,0.1642,0,9,9,Sejuk
7817,2011-11-27,Winter,2011,11,7,0,0,0,1,0.38,0.3939,0.87,0.2239,12,11,23,Sejuk
7818,2011-11-27,Winter,2011,11,8,0,0,0,1,0.4,0.4091,0.82,0.2985,6,36,42,Sejuk
7819,2011-11-27,Winter,2011,11,9,0,0,0,1,0.46,0.4545,0.72,0.2836,21,90,111,Sejuk
7820,2011-11-27,Winter,2011,11,10,0,0,0,1,0.46,0.4545,0.72,0.2836,58,131,189,Sejuk
7821,2011-11-27,Winter,2011,11,11,0,0,0,1,0.5,0.4848,0.63,0.3582,83,157,240,Sejuk
7822,2011-11-27,Winter,2011,11,12,0,0,0,1,0.54,0.5152,0.56,0.2836,63,193,256,Sejuk
7823,2011-11-27,Winter,2011,11,13,0,0,0,1,0.54,0.5152,0.6,0.19399999999999998,97,216,313,Sejuk
7824,2011-11-27,Winter,2011,11,14,0,0,0,1,0.62,0.6212,0.43,0.4627,113,200,313,Panas
7825,2011-11-27,Winter,2011,11,15,0,0,0,1,0.62,0.6212,0.43,0.2836,96,221,317,Panas
7826,2011-11-27,Winter,2011,11,16,0,0,0,1,0.56,0.5303,0.52,0.2537,94,229,323,Sejuk
7827,2011-11-27,Winter,2011,11,17,0,0,0,1,0.54,0.5152,0.56,0.19399999999999998,37,167,204,Sejuk
7828,2011-11-27,Winter,2011,11,18,0,0,0,1,0.5,0.4848,0.63,0.1642,25,130,155,Sejuk
7829,2011-11-27,Winter,2011,11,19,0,0,0,1,0.48,0.4697,0.67,0.2239,30,109,139,Sejuk
7830,2011-11-27,Winter,2011,11,20,0,0,0,1,0.5,0.4848,0.63,0.2537,10,94,104,Sejuk
7831,2011-11-27,Winter,2011,11,21,0,0,0,1,0.48,0.4697,0.67,0.2836,13,75,88,Sejuk
7832,2011-11-27,Winter,2011,11,22,0,0,0,1,0.48,0.4697,0.72,0.2537,13,53,66,Sejuk
7833,2011-11-27,Winter,2011,11,23,0,0,0,1,0.48,0.4697,0.72,0.2537,5,27,32,Sejuk
7834,2011-11-28,Winter,2011,11,0,0,1,1,1,0.46,0.4545,0.77,0.2836,6,10,16,Sejuk
7835,2011-11-28,Winter,2011,11,1,0,1,1,1,0.46,0.4545,0.77,0.2985,1,12,13,Sejuk
7836,2011-11-28,Winter,2011,11,3,0,1,1,1,0.44,0.4394,0.88,0.2239,1,4,5,Sejuk
7837,2011-11-28,Winter,2011,11,4,0,1,1,1,0.44,0.4394,0.82,0.0896,0,4,4,Sejuk
7838,2011-11-28,Winter,2011,11,5,0,1,1,1,0.4,0.4091,0.87,0.0,0,34,34,Sejuk
7839,2011-11-28,Winter,2011,11,6,0,1,1,1,0.42,0.4242,0.82,0.0896,6,98,104,Sejuk
7840,2011-11-28,Winter,2011,11,7,0,1,1,1,0.42,0.4242,0.88,0.0,7,270,277,Sejuk
7841,2011-11-28,Winter,2011,11,8,0,1,1,2,0.42,0.4242,0.94,0.0,13,394,407,Sejuk
7842,2011-11-28,Winter,2011,11,9,0,1,1,2,0.44,0.4394,0.88,0.2239,17,191,208,Sejuk
7843,2011-11-28,Winter,2011,11,10,0,1,1,2,0.48,0.4697,0.77,0.1343,21,86,107,Sejuk
7844,2011-11-28,Winter,2011,11,11,0,1,1,2,0.52,0.5,0.68,0.1045,11,107,118,Sejuk
7845,2011-11-28,Winter,2011,11,12,0,1,1,1,0.56,0.5303,0.6,0.1045,13,165,178,Sejuk
7846,2011-11-28,Winter,2011,11,13,0,1,1,2,0.58,0.5455,0.56,0.0,25,137,162,Sejuk
7847,2011-11-28,Winter,2011,11,14,0,1,1,1,0.6,0.6212,0.56,0.0,14,129,143,Sejuk
7848,2011-11-28,Winter,2011,11,15,0,1,1,1,0.58,0.5455,0.6,0.1642,18,132,150,Sejuk
7849,2011-11-28,Winter,2011,11,16,0,1,1,1,0.56,0.5303,0.6,0.19399999999999998,24,240,264,Sejuk
7850,2011-11-28,Winter,2011,11,17,0,1,1,1,0.58,0.5455,0.56,0.19399999999999998,24,444,468,Sejuk
7851,2011-11-28,Winter,2011,11,18,0,1,1,1,0.56,0.5303,0.64,0.2239,20,396,416,Sejuk
7852,2011-11-28,Winter,2011,11,19,0,1,1,1,0.54,0.5152,0.73,0.2239,4,260,264,Sejuk
7853,2011-11-28,Winter,2011,11,20,0,1,1,2,0.54,0.5152,0.73,0.2537,12,206,218,Sejuk
7854,2011-11-28,Winter,2011,11,21,0,1,1,2,0.54,0.5152,0.77,0.2239,4,152,156,Sejuk
7855,2011-11-28,Winter,2011,11,22,0,1,1,2,0.52,0.5,0.83,0.1045,7,102,109,Sejuk
7856,2011-11-28,Winter,2011,11,23,0,1,1,2,0.52,0.5,0.83,0.1343,5,41,46,Sejuk
7857,2011-11-29,Winter,2011,11,0,0,2,1,1,0.52,0.5,0.83,0.0,4,18,22,Sejuk
7858,2011-11-29,Winter,2011,11,1,0,2,1,1,0.52,0.5,0.83,0.0896,1,16,17,Sejuk
7859,2011-11-29,Winter,2011,11,2,0,2,1,2,0.5,0.4848,0.88,0.0,0,5,5,Sejuk
7860,2011-11-29,Winter,2011,11,3,0,2,1,2,0.5,0.4848,0.88,0.0,0,2,2,Sejuk
7861,2011-11-29,Winter,2011,11,4,0,2,1,2,0.52,0.5,0.83,0.3284,1,5,6,Sejuk
7862,2011-11-29,Winter,2011,11,5,0,2,1,1,0.5,0.4848,0.88,0.2836,1,21,22,Sejuk
7863,2011-11-29,Winter,2011,11,6,0,2,1,1,0.52,0.5,0.83,0.2836,1,88,89,Sejuk
7864,2011-11-29,Winter,2011,11,7,0,2,1,1,0.52,0.5,0.77,0.2239,12,330,342,Sejuk
7865,2011-11-29,Winter,2011,11,8,0,2,1,1,0.54,0.5152,0.77,0.2836,9,440,449,Sejuk
7866,2011-11-29,Winter,2011,11,9,0,2,1,3,0.56,0.5303,0.73,0.4179,5,197,202,Sejuk
7867,2011-11-29,Winter,2011,11,10,0,2,1,3,0.56,0.5303,0.73,0.4179,2,34,36,Sejuk
7868,2011-11-29,Winter,2011,11,11,0,2,1,3,0.5,0.4848,0.88,0.2985,1,10,11,Sejuk
7869,2011-11-29,Winter,2011,11,12,0,2,1,3,0.42,0.4242,0.82,0.4179,1,17,18,Sejuk
7870,2011-11-29,Winter,2011,11,13,0,2,1,3,0.42,0.4242,0.77,0.2836,0,22,22,Sejuk
7871,2011-11-29,Winter,2011,11,14,0,2,1,3,0.4,0.4091,0.94,0.19399999999999998,1,35,36,Sejuk
7872,2011-11-29,Winter,2011,11,15,0,2,1,3,0.4,0.4091,0.87,0.3284,5,60,65,Sejuk
7873,2011-11-29,Winter,2011,11,16,0,2,1,3,0.4,0.4091,0.87,0.2239,5,146,151,Sejuk
7874,2011-11-29,Winter,2011,11,17,0,2,1,2,0.4,0.4091,0.87,0.2985,8,346,354,Sejuk
7875,2011-11-29,Winter,2011,11,18,0,2,1,2,0.4,0.4091,0.82,0.2985,11,347,358,Sejuk
7876,2011-11-29,Winter,2011,11,19,0,2,1,2,0.4,0.4091,0.82,0.3284,6,244,250,Sejuk
7877,2011-11-29,Winter,2011,11,20,0,2,1,2,0.38,0.3939,0.87,0.2537,8,176,184,Sejuk
7878,2011-11-29,Winter,2011,11,21,0,2,1,2,0.38,0.3939,0.87,0.2537,9,116,125,Sejuk
7879,2011-11-29,Winter,2011,11,22,0,2,1,1,0.38,0.3939,0.82,0.2985,5,90,95,Sejuk
7880,2011-11-29,Winter,2011,11,23,0,2,1,1,0.36,0.3333,0.76,0.3881,0,53,53,Sejuk
7881,2011-11-30,Winter,2011,11,0,0,3,1,1,0.36,0.3333,0.62,0.4179,1,23,24,Sejuk
7882,2011-11-30,Winter,2011,11,1,0,3,1,1,0.34,0.303,0.66,0.3284,0,8,8,Sejuk
7883,2011-11-30,Winter,2011,11,2,0,3,1,1,0.32,0.3182,0.7,0.1642,0,5,5,Sejuk
7884,2011-11-30,Winter,2011,11,3,0,3,1,1,0.32,0.3182,0.7,0.1642,0,1,1,Sejuk
7885,2011-11-30,Winter,2011,11,4,0,3,1,1,0.3,0.2879,0.75,0.2239,0,5,5,Dingin
7886,2011-11-30,Winter,2011,11,5,0,3,1,1,0.28,0.2727,0.81,0.19399999999999998,1,21,22,Dingin
7887,2011-11-30,Winter,2011,11,6,0,3,1,1,0.26,0.2727,0.87,0.1045,3,100,103,Dingin
7888,2011-11-30,Winter,2011,11,7,0,3,1,1,0.26,0.2727,0.81,0.1045,9,276,285,Dingin
7889,2011-11-30,Winter,2011,11,8,0,3,1,1,0.28,0.2727,0.81,0.19399999999999998,13,465,478,Dingin
7890,2011-11-30,Winter,2011,11,9,0,3,1,1,0.3,0.2879,0.75,0.2836,7,186,193,Dingin
7891,2011-11-30,Winter,2011,11,10,0,3,1,1,0.34,0.3182,0.66,0.2239,15,95,110,Sejuk
7892,2011-11-30,Winter,2011,11,11,0,3,1,1,0.38,0.3939,0.54,0.2985,10,112,122,Sejuk
7893,2011-11-30,Winter,2011,11,12,0,3,1,2,0.36,0.3333,0.53,0.2836,12,148,160,Sejuk
7894,2011-11-30,Winter,2011,11,13,0,3,1,2,0.38,0.3939,0.43,0.3582,16,131,147,Sejuk
7895,2011-11-30,Winter,2011,11,14,0,3,1,2,0.38,0.3939,0.43,0.3582,13,99,112,Sejuk
7896,2011-11-30,Winter,2011,11,15,0,3,1,1,0.36,0.3333,0.46,0.3284,11,104,115,Sejuk
7897,2011-11-30,Winter,2011,11,16,0,3,1,1,0.36,0.3333,0.46,0.2836,27,199,226,Sejuk
7898,2011-11-30,Winter,2011,11,17,0,3,1,2,0.34,0.303,0.49,0.3284,15,365,380,Sejuk
7899,2011-11-30,Winter,2011,11,18,0,3,1,1,0.34,0.303,0.49,0.3284,7,369,376,Sejuk
7900,2011-11-30,Winter,2011,11,19,0,3,1,2,0.32,0.303,0.57,0.2836,6,273,279,Sejuk
7901,2011-11-30,Winter,2011,11,20,0,3,1,2,0.32,0.303,0.57,0.2836,6,184,190,Sejuk
7902,2011-11-30,Winter,2011,11,21,0,3,1,1,0.32,0.2879,0.53,0.3881,7,128,135,Sejuk
7903,2011-11-30,Winter,2011,11,22,0,3,1,1,0.3,0.2727,0.56,0.2985,5,82,87,Dingin
7904,2011-11-30,Winter,2011,11,23,0,3,1,1,0.28,0.2576,0.52,0.2836,4,46,50,Dingin
7905,2011-12-01,Winter,2011,12,0,0,4,1,1,0.28,0.2576,0.52,0.3284,1,19,20,Dingin
7906,2011-12-01,Winter,2011,12,1,0,4,1,1,0.26,0.2424,0.6,0.2836,1,9,10,Dingin
7907,2011-12-01,Winter,2011,12,2,0,4,1,1,0.26,0.2273,0.56,0.2985,1,8,9,Dingin
7908,2011-12-01,Winter,2011,12,3,0,4,1,1,0.26,0.2424,0.56,0.2537,1,6,7,Dingin
7909,2011-12-01,Winter,2011,12,4,0,4,1,1,0.26,0.2424,0.56,0.2836,0,1,1,Dingin
7910,2011-12-01,Winter,2011,12,5,0,4,1,1,0.26,0.2424,0.56,0.2537,1,23,24,Dingin
7911,2011-12-01,Winter,2011,12,6,0,4,1,1,0.24,0.2121,0.65,0.2836,5,92,97,Dingin
7912,2011-12-01,Winter,2011,12,7,0,4,1,1,0.24,0.2121,0.65,0.3582,11,265,276,Dingin
7913,2011-12-01,Winter,2011,12,8,0,4,1,1,0.26,0.2273,0.6,0.3284,15,462,477,Dingin
7914,2011-12-01,Winter,2011,12,9,0,4,1,1,0.3,0.2727,0.52,0.3284,9,215,224,Dingin
7915,2011-12-01,Winter,2011,12,10,0,4,1,1,0.32,0.303,0.53,0.2985,7,86,93,Sejuk
7916,2011-12-01,Winter,2011,12,11,0,4,1,1,0.34,0.3182,0.49,0.2537,7,95,102,Sejuk
7917,2011-12-01,Winter,2011,12,12,0,4,1,1,0.36,0.3485,0.46,0.2239,9,139,148,Sejuk
7918,2011-12-01,Winter,2011,12,13,0,4,1,1,0.4,0.4091,0.4,0.2239,17,137,154,Sejuk
7919,2011-12-01,Winter,2011,12,14,0,4,1,1,0.4,0.4091,0.4,0.2239,20,130,150,Sejuk
7920,2011-12-01,Winter,2011,12,15,0,4,1,1,0.4,0.4091,0.4,0.2239,10,144,154,Sejuk
7921,2011-12-01,Winter,2011,12,16,0,4,1,1,0.4,0.4091,0.4,0.19399999999999998,9,192,201,Sejuk
7922,2011-12-01,Winter,2011,12,17,0,4,1,1,0.36,0.3485,0.46,0.1343,9,409,418,Sejuk
7923,2011-12-01,Winter,2011,12,18,0,4,1,1,0.36,0.3636,0.43,0.1045,12,393,405,Sejuk
7924,2011-12-01,Winter,2011,12,19,0,4,1,1,0.34,0.3485,0.46,0.1045,9,219,228,Sejuk
7925,2011-12-01,Winter,2011,12,20,0,4,1,1,0.34,0.3485,0.46,0.1045,12,178,190,Sejuk
7926,2011-12-01,Winter,2011,12,21,0,4,1,1,0.3,0.3182,0.61,0.1045,8,154,162,Dingin
7927,2011-12-01,Winter,2011,12,22,0,4,1,1,0.3,0.3333,0.61,0.0,5,99,104,Dingin
7928,2011-12-01,Winter,2011,12,23,0,4,1,1,0.26,0.2879,0.7,0.0896,3,70,73,Dingin
7929,2011-12-02,Winter,2011,12,0,0,5,1,1,0.26,0.2879,0.7,0.0896,6,32,38,Dingin
7930,2011-12-02,Winter,2011,12,1,0,5,1,1,0.24,0.2879,0.75,0.0,1,14,15,Dingin
7931,2011-12-02,Winter,2011,12,2,0,5,1,1,0.24,0.2879,0.75,0.0,0,10,10,Dingin
7932,2011-12-02,Winter,2011,12,3,0,5,1,1,0.22,0.2727,0.8,0.0,0,1,1,Dingin
7933,2011-12-02,Winter,2011,12,4,0,5,1,1,0.22,0.2727,0.8,0.0,0,3,3,Dingin
7934,2011-12-02,Winter,2011,12,5,0,5,1,1,0.22,0.2576,0.8,0.0896,0,23,23,Dingin
7935,2011-12-02,Winter,2011,12,6,0,5,1,1,0.22,0.2727,0.8,0.0,3,84,87,Dingin
7936,2011-12-02,Winter,2011,12,7,0,5,1,1,0.22,0.2576,0.87,0.0896,6,199,205,Dingin
7937,2011-12-02,Winter,2011,12,8,0,5,1,1,0.24,0.2879,0.87,0.0,13,432,445,Dingin
7938,2011-12-02,Winter,2011,12,9,0,5,1,1,0.28,0.3182,0.81,0.0,12,234,246,Dingin
7939,2011-12-02,Winter,2011,12,10,0,5,1,1,0.3,0.2879,0.75,0.2239,16,89,105,Dingin
7940,2011-12-02,Winter,2011,12,11,0,5,1,1,0.34,0.3333,0.66,0.1642,18,142,160,Sejuk
7941,2011-12-02,Winter,2011,12,12,0,5,1,1,0.36,0.3485,0.57,0.1343,18,186,204,Sejuk
7942,2011-12-02,Winter,2011,12,13,0,5,1,1,0.4,0.4091,0.47,0.1343,19,188,207,Sejuk
7943,2011-12-02,Winter,2011,12,14,0,5,1,1,0.42,0.4242,0.44,0.1045,25,145,170,Sejuk
7944,2011-12-02,Winter,2011,12,15,0,5,1,1,0.42,0.4242,0.41,0.0896,24,175,199,Sejuk
7945,2011-12-02,Winter,2011,12,16,0,5,1,1,0.42,0.4242,0.41,0.0896,22,254,276,Sejuk
7946,2011-12-02,Winter,2011,12,17,0,5,1,1,0.42,0.4242,0.38,0.0,20,391,411,Sejuk
7947,2011-12-02,Winter,2011,12,18,0,5,1,1,0.4,0.4091,0.5,0.0,10,362,372,Sejuk
7948,2011-12-02,Winter,2011,12,19,0,5,1,1,0.34,0.3182,0.53,0.2537,13,252,265,Sejuk
7949,2011-12-02,Winter,2011,12,20,0,5,1,1,0.38,0.3939,0.4,0.2836,12,178,190,Sejuk
7950,2011-12-02,Winter,2011,12,21,0,5,1,1,0.34,0.3333,0.49,0.19399999999999998,9,102,111,Sejuk
7951,2011-12-02,Winter,2011,12,22,0,5,1,1,0.32,0.3182,0.53,0.19399999999999998,7,95,102,Sejuk
7952,2011-12-02,Winter,2011,12,23,0,5,1,1,0.32,0.303,0.53,0.2836,14,81,95,Sejuk
7953,2011-12-03,Winter,2011,12,0,0,6,0,1,0.3,0.2879,0.56,0.2537,10,65,75,Dingin
7954,2011-12-03,Winter,2011,12,1,0,6,0,1,0.26,0.2576,0.65,0.19399999999999998,9,62,71,Dingin
7955,2011-12-03,Winter,2011,12,2,0,6,0,1,0.26,0.2576,0.65,0.1642,9,41,50,Dingin
7956,2011-12-03,Winter,2011,12,3,0,6,0,1,0.24,0.2424,0.7,0.1343,4,5,9,Dingin
7957,2011-12-03,Winter,2011,12,4,0,6,0,1,0.22,0.2273,0.75,0.1343,1,7,8,Dingin
7958,2011-12-03,Winter,2011,12,5,0,6,0,1,0.24,0.2576,0.7,0.0896,0,6,6,Dingin
7959,2011-12-03,Winter,2011,12,6,0,6,0,1,0.24,0.2576,0.65,0.1045,1,10,11,Dingin
7960,2011-12-03,Winter,2011,12,7,0,6,0,1,0.22,0.2576,0.75,0.0896,2,24,26,Dingin
7961,2011-12-03,Winter,2011,12,8,0,6,0,1,0.24,0.2576,0.75,0.0896,1,62,63,Dingin
7962,2011-12-03,Winter,2011,12,9,0,6,0,1,0.26,0.2727,0.7,0.1045,25,99,124,Dingin
7963,2011-12-03,Winter,2011,12,10,0,6,0,1,0.32,0.3333,0.61,0.1343,22,173,195,Sejuk
7964,2011-12-03,Winter,2011,12,11,0,6,0,1,0.32,0.3333,0.57,0.0896,48,227,275,Sejuk
7965,2011-12-03,Winter,2011,12,12,0,6,0,1,0.36,0.3788,0.5,0.0,78,280,358,Sejuk
7966,2011-12-03,Winter,2011,12,13,0,6,0,1,0.36,0.3636,0.5,0.0896,70,222,292,Sejuk
7967,2011-12-03,Winter,2011,12,14,0,6,0,1,0.36,0.3788,0.46,0.0,92,251,343,Sejuk
7968,2011-12-03,Winter,2011,12,15,0,6,0,1,0.38,0.3939,0.46,0.0,100,237,337,Sejuk
7969,2011-12-03,Winter,2011,12,16,0,6,0,1,0.38,0.3939,0.46,0.0,75,230,305,Sejuk
7970,2011-12-03,Winter,2011,12,17,0,6,0,1,0.36,0.3788,0.62,0.0,46,186,232,Sejuk
7971,2011-12-03,Winter,2011,12,18,0,6,0,1,0.34,0.3333,0.53,0.1343,31,193,224,Sejuk
7972,2011-12-03,Winter,2011,12,19,0,6,0,1,0.3,0.3182,0.61,0.0896,31,144,175,Dingin
7973,2011-12-03,Winter,2011,12,20,0,6,0,1,0.3,0.3182,0.61,0.0896,17,110,127,Dingin
7974,2011-12-03,Winter,2011,12,21,0,6,0,2,0.3,0.3182,0.61,0.0896,5,104,109,Dingin
7975,2011-12-03,Winter,2011,12,22,0,6,0,2,0.32,0.3333,0.61,0.0896,17,97,114,Sejuk
7976,2011-12-03,Winter,2011,12,23,0,6,0,1,0.3,0.303,0.7,0.1343,12,73,85,Dingin
7977,2011-12-04,Winter,2011,12,0,0,0,0,1,0.3,0.3182,0.7,0.1045,19,64,83,Dingin
7978,2011-12-04,Winter,2011,12,1,0,0,0,1,0.3,0.3182,0.75,0.0896,20,54,74,Dingin
7979,2011-12-04,Winter,2011,12,2,0,0,0,1,0.26,0.303,0.81,0.0,11,51,62,Dingin
7980,2011-12-04,Winter,2011,12,3,0,0,0,1,0.28,0.3182,0.75,0.0,7,34,41,Dingin
7981,2011-12-04,Winter,2011,12,4,0,0,0,1,0.26,0.303,0.87,0.0,2,9,11,Dingin
7982,2011-12-04,Winter,2011,12,5,0,0,0,1,0.26,0.303,0.81,0.0,2,2,4,Dingin
7983,2011-12-04,Winter,2011,12,6,0,0,0,1,0.24,0.2879,0.93,0.0,1,3,4,Dingin
7984,2011-12-04,Winter,2011,12,7,0,0,0,1,0.26,0.303,0.87,0.0,3,23,26,Dingin
7985,2011-12-04,Winter,2011,12,8,0,0,0,1,0.26,0.303,0.87,0.0,7,48,55,Dingin
7986,2011-12-04,Winter,2011,12,9,0,0,0,1,0.3,0.3333,0.81,0.0,12,114,126,Dingin
7987,2011-12-04,Winter,2011,12,10,0,0,0,1,0.32,0.3333,0.81,0.1343,36,180,216,Sejuk
7988,2011-12-04,Winter,2011,12,11,0,0,0,1,0.34,0.3333,0.81,0.1642,48,206,254,Sejuk
7989,2011-12-04,Winter,2011,12,12,0,0,0,1,0.36,0.3485,0.81,0.1642,82,247,329,Sejuk
